Vervet-AGM gene name	Gene name
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	ANXA2
	AC005495.2
	RPL17P11
	AC012464.2
	AC114812.4
	ATP5PBP3
	CR759848.1
	CR759848.1
	CR759848.1
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
SCN3B	SCN3B
LRRC25	LRRC25
LRRC25	LRRC25
	AP001372.2
	AP001372.2
	AC016968.1
	RANP3
	HLA-DQB3
LIPT2	LIPT2
LIPT2	LIPT2
LIPT2	LIPT2
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	LINC01471
	IGHV3-49
	HLA-DQA2
	HLA-DQA2
	IGHVII-49-1
	IGHV3-50
	AL606534.6
FUT9	FUT9
FUT9	FUT9
	AC108865.2
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
	GTPBP3
PCDH17	PCDH17
PCDH17	PCDH17
PCDH17	PCDH17
PCDH17	PCDH17
	AC004982.2
	AC004982.2
	AC004982.2
NUDT16	NUDT16
NUDT16	NUDT16
NUDT16	NUDT16
	COL22A1
	COL22A1
	COL22A1
	COL22A1
	COL22A1
	COL22A1
	COL22A1
	AC093843.2
	AC093843.1
	AC093843.1
	AC093843.1
	MRPS36P2
	HNRNPA3P11
	ATAD3B
	ATAD3B
	ATAD3B
	ATAD3B
	ATAD3B
	ATAD3B
	AC011233.1
	AC090517.5
	AC090517.5
	AC090517.5
	AC090517.5
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	EHMT2
	AC011233.2
	AC104333.3
	AC010999.2
	AL445288.1
	SPATA45
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
TCF12	TCF12
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
MRPL55	MRPL55
	FLVCR1-DT
	FLVCR1-DT
	FLVCR1-DT
	FLVCR1-DT
	FLVCR1-DT
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	FCAR
	GAPDHP19
	AC104333.1
MRPS5	MRPS5
MRPS5	MRPS5
MRPS5	MRPS5
MRPS5	MRPS5
MRPS5	MRPS5
MRPS5	MRPS5
MRPS5	MRPS5
MRPS5	MRPS5
	AC104333.2
	AC004836.1
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
SAP30L	SAP30L
	AC022031.2
	AC022031.2
	AC022031.2
	AC022031.2
	RAD1P2
AIM2	AIM2
AIM2	AIM2
AIM2	AIM2
AIM2	AIM2
HBEGF	HBEGF
HBEGF	HBEGF
HBEGF	HBEGF
	AC015712.5
	TCF4-AS2
	AC015712.4
	AC015712.4
	AC015712.4
	AL359921.2
	AC090907.2
ZNF618	ZNF618
ZNF618	ZNF618
ZNF618	ZNF618
ZNF618	ZNF618
ZNF618	ZNF618
ZNF618	ZNF618
ZNF618	ZNF618
	AC015712.1
	AC015712.1
	AC015712.1
	AC015712.1
	AC015712.1
ALDH1A3	ALDH1A3
ALDH1A3	ALDH1A3
ALDH1A3	ALDH1A3
ALDH1A3	ALDH1A3
ALDH1A3	ALDH1A3
ALDH1A3	ALDH1A3
ALDH1A3	ALDH1A3
	AC025647.3
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
ANKFN1	ANKFN1
SPAG1	SPAG1
SPAG1	SPAG1
SPAG1	SPAG1
SPAG1	SPAG1
SPAG1	SPAG1
SPAG1	SPAG1
SPAG1	SPAG1
	AP001017.1
	SLC35G4
	AP001120.4
PAF1	PAF1
PAF1	PAF1
PAF1	PAF1
PAF1	PAF1
PAF1	PAF1
PAF1	PAF1
PAF1	PAF1
PAF1	PAF1
HAND1	HAND1
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
PTPN12	PTPN12
FLVCR1	FLVCR1
FLVCR1	FLVCR1
FLVCR1	FLVCR1
FLVCR1	FLVCR1
FLVCR1	FLVCR1
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
	CIAO2A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
RPL27A	RPL27A
	ARL14EPP1
	AL031587.3
GPATCH11	GPATCH11
GPATCH11	GPATCH11
GPATCH11	GPATCH11
GPATCH11	GPATCH11
KLHL4	KLHL4
KLHL4	KLHL4
KLHL4	KLHL4
	AC026688.2
	AC026688.2
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
POLR2F	POLR2F
ANKRD1	ANKRD1
	C15orf56
	C15orf56
	AC026688.1
	CIR1P1
ADAM33	ADAM33
ADAM33	ADAM33
ADAM33	ADAM33
ADAM33	ADAM33
ADAM33	ADAM33
ADAM33	ADAM33
ADAM33	ADAM33
	BUB1B-PAK6
MAP3K21	MAP3K21
MAP3K21	MAP3K21
MAP3K21	MAP3K21
	AC020658.3
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	BUB1B
	AC006600.1
	AC138701.1
	AC006600.2
	AC138701.2
	AC127381.2
	AP002765.1
	IGHV1OR15-9
	FABP6-AS1
	FABP6-AS1
	AL365434.1
	AL365434.2
	QRSL1P3
	LINC00502
	ZNF514
	ZNF514
	ZNF514
	ZNF514
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
	SKIV2L
FABP6	FABP6
FABP6	FABP6
FABP6	FABP6
FABP6	FABP6
	HSPE1P12
	DDX18P6
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	LINC02366
	NUDT9P1
	AL731553.1
	OR6U2P
	OR6U2P
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
NAA16	NAA16
PCGF5	PCGF5
PCGF5	PCGF5
PCGF5	PCGF5
PCGF5	PCGF5
PCGF5	PCGF5
	AL132838.2
	MRPS18B
	MRPS18B
	MRPS18B
	MRPS18B
	MRPS18B
BTBD7	BTBD7
BTBD7	BTBD7
BTBD7	BTBD7
BTBD7	BTBD7
BTBD7	BTBD7
BTBD7	BTBD7
BTBD7	BTBD7
BTBD7	BTBD7
BTBD18	BTBD18
BTBD18	BTBD18
BTBD18	BTBD18
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
RNF19A	RNF19A
	AP001931.1
	AP001931.1
	SELENOH
	SELENOH
	SELENOH
	SELENOH
	SELENOH
	SELENOH
	SELENOH
TAS2R7	TAS2R7
	LINC01347
	LINC01347
	AC079834.2
	AL592146.2
TAS2R8	TAS2R8
	AC110772.2
	AC110772.2
	AC110772.2
	AC110772.2
	AC110772.2
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
SOX13	SOX13
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
EPHA4	EPHA4
	AC110772.1
TAS2R9	TAS2R9
GPR88	GPR88
	AC112191.1
	RAC1P2
	RPL39P33
	AC107027.3
COX7B2	COX7B2
COX7B2	COX7B2
COX7B2	COX7B2
COX7B2	COX7B2
NOG	NOG
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
TMX2	TMX2
	AC091053.1
	AC091053.2
CCDC70	CCDC70
	AC207981.1
	AC099670.1
	AL606534.7
	AL031587.5
PNLIP	PNLIP
PNLIP	PNLIP
	AL031587.1
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
DENND2B	DENND2B
C22orf23	C22orf23
C22orf23	C22orf23
C22orf23	C22orf23
C22orf23	C22orf23
C22orf23	C22orf23
C22orf23	C22orf23
	AC108046.1
	AC099670.3
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
TRIP6	TRIP6
	LINC01349
	LINC02374
	LINC02374
	ANO4
	ANO4
	ANO4
MED29	MED29
MED29	MED29
MED29	MED29
MED29	MED29
MED29	MED29
MED29	MED29
	PPP1R10
	PPP1R10
	PPP1R10
	PPP1R10
	PPP1R10
	PPP1R10
	PPP1R10
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
TRIM25	TRIM25
	AL512604.3
	AL512604.3
	AL512604.3
	RPL5P3
	RPL7L1P9
	AC099670.2
	AC097652.1
	AC004801.1
	AC004801.2
	AC004801.2
	C6orf47-AS1
	CTAGE3P
	AL162377.2
	C6orf47
	LINC02514
	BTBD7
	BTBD7
	BTBD7
	BTBD7
	BTBD7
	BTBD7
	BTBD7
	BTBD7
ELOVL6	ELOVL6
ELOVL6	ELOVL6
ELOVL6	ELOVL6
ELOVL6	ELOVL6
ELOVL6	ELOVL6
ELOVL6	ELOVL6
ELOVL6	ELOVL6
ELOVL6	ELOVL6
	FOXP1-IT1
	SENP1
	SENP1
	SENP1
	SENP1
	SENP1
	SENP1
	SENP1
	SENP1
	SENP1
	SENP1
	LINC02515
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	EIF4E3
	AC093763.2
	PRH1
	PRH1
	PRH1
	PRH1
	PRH1
	PRH1
	PRH1
	PRH1
	PRH1
	PRH1
	AC093763.1
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	MIR99AHG
	AC024940.7
	AC024940.7
	AC024940.7
	AC024940.7
OR10P1	OR10P1
	DNAJC28
	DNAJC28
	DNAJC28
	DNAJC28
	AC009779.5
ZFP36	ZFP36
ZFP36	ZFP36
ZFP36	ZFP36
ZFP36	ZFP36
ZFP36	ZFP36
	OR10AE3P
	TAS2R19
	AC009779.6
	AC006518.1
	AC134349.1
	AC018630.1
	TAS2R15P
	AC009779.7
	TAS2R46
	AC024940.10
	AP001931.2
	AP001931.2
	AP001931.2
	AP001931.2
	AC024940.9
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
HDGFL2	HDGFL2
	MREGP1
TAS2R50	TAS2R50
SOX10	SOX10
SOX10	SOX10
SOX10	SOX10
SOX10	SOX10
SOX10	SOX10
SOX10	SOX10
SOX10	SOX10
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
HVCN1	HVCN1
	AC134349.2
	PNLIPP1
	TAS2R64P
	TAS2R64P
TAS2R14	TAS2R14
TAS2R14	TAS2R14
	AC127383.1
FAM3C	FAM3C
FAM3C	FAM3C
FAM3C	FAM3C
FAM3C	FAM3C
FAM3C	FAM3C
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	AL353795.2
FBXO48	FBXO48
	SMIM10L1
PIGO	PIGO
PIGO	PIGO
PIGO	PIGO
PIGO	PIGO
PIGO	PIGO
PIGO	PIGO
PIGO	PIGO
PIGO	PIGO
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
PLEKHG2	PLEKHG2
	AC018630.2
	AC018630.2
	AL162585.1
	AL355607.1
	AC020658.6
	TAS2R45
	AC093770.1
	AL355607.2
	AL355607.2
	AL355607.2
	AL355607.2
	AL355607.2
	AL355607.2
	AC020658.4
	TAS2R30
	AC020658.7
	PRH2
	PRH2
	BX005132.1
	AC106858.1
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
PAK6	PAK6
	GART
	GART
	GART
	GART
	GART
	GART
	GART
	GART
C17orf67	C17orf67
C17orf67	C17orf67
C17orf67	C17orf67
	LINC02781
	AC012467.2
	LINC02782
IL17RB	IL17RB
IL17RB	IL17RB
IL17RB	IL17RB
	AL139823.1
	Z98259.3
	Z98259.3
	Z98259.3
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
CTNND1	CTNND1
	AC007619.2
BORCS5	BORCS5
BORCS5	BORCS5
BORCS5	BORCS5
BORCS5	BORCS5
	Z98259.2
	AC012464.1
	Z98259.1
	AL360006.1
	SLC20A1P3
	Z97988.2
	IGHV1OR15-2
	AL365255.1
	AL365255.1
	AC012464.3
KCNK1	KCNK1
KCNK1	KCNK1
KCNK1	KCNK1
KCNK1	KCNK1
KCNK1	KCNK1
KCNK1	KCNK1
	AC006518.2
	AC006518.2
DGKE	DGKE
DGKE	DGKE
DGKE	DGKE
DGKE	DGKE
DGKE	DGKE
DGKE	DGKE
	AL035252.5
TAS2R10	TAS2R10
	AC079193.2
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	SLC44A4
	AC079193.1
	AL132838.4
	FAM238A
	FAM238A
	PRR4
	PRR4
	PRR4
	PRR4
	PRR4
	PRR4
	PRR4
	PRR4
	TMSB10
CUBN	CUBN
CUBN	CUBN
CUBN	CUBN
CUBN	CUBN
CUBN	CUBN
CUBN	CUBN
CUBN	CUBN
	AL160287.1
	AL160287.1
	AL160287.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AC097521.1
	AL139156.1
	AL139156.3
	PPP1R2P2
GPR27	GPR27
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
MIPOL1	MIPOL1
	DNAJC19P7
	AF015262.1
	ZNF563
	ZNF563
	ZNF563
	ZNF563
	AL513218.2
	AF015720.1
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
TRABD2A	TRABD2A
	ANAPC10P1
	AC097634.3
	AL513218.1
	FOXP1-AS1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
RUNX1	RUNX1
	PDCL3P6
ZFYVE9	ZFYVE9
ZFYVE9	ZFYVE9
ZFYVE9	ZFYVE9
ZFYVE9	ZFYVE9
ZFYVE9	ZFYVE9
HECTD2	HECTD2
HECTD2	HECTD2
HECTD2	HECTD2
HECTD2	HECTD2
HECTD2	HECTD2
HECTD2	HECTD2
VCAM1	VCAM1
VCAM1	VCAM1
VCAM1	VCAM1
VCAM1	VCAM1
VCAM1	VCAM1
VCAM1	VCAM1
	LINC00484
	LINC00484
	LINC00484
	LINC00484
	LINC00484
	UTS2
	UTS2
	UTS2
	TMEM256P2
	TAS2R63P
	AL158071.5
TAS2R20	TAS2R20
	AL158071.2
	AL158071.1
	AL158071.1
	AL158071.1
	AL158071.1
	AL158071.1
	AL158071.1
	TAS2R31
	AL357972.1
	AL663058.1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	FOXP1
	SDR16C6P
	SDR16C6P
	AL663058.2
FHL5	FHL5
FHL5	FHL5
FHL5	FHL5
TAS2R13	TAS2R13
	AL158071.3
	AL158071.3
	AL158071.3
	AL158071.3
	NPIPB1P
	NPIPB1P
	AC015912.2
	AC015912.1
	AL158071.4
	AL158071.4
	AL158071.4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
MBD4	MBD4
	AP001120.2
	AL122008.2
	AC104794.5
	AL713868.1
	MICB
	MICB
	MICB
	AL122008.4
KLF11	KLF11
KLF11	KLF11
KLF11	KLF11
