#Mouse Gene	Human Gene	Source
Acap1	ACAP1	MGI, PanEnsembl, HomoloGene
Itgb8	ITGB8	MGI, PanEnsembl, HomoloGene
Tcaf1	TCAF1	MGI
Fam115a	TCAF1	PanEnsembl, HomoloGene
Cep170b	CEP170B	MGI, PanEnsembl, HomoloGene
Rab28	RAB28	MGI, PanEnsembl, HomoloGene
Gabarapl2	GABARAPL2	MGI, PanEnsembl, HomoloGene
Ctsa	CTSA	MGI, PanEnsembl, HomoloGene
Kctd11	KCTD11	MGI, PanEnsembl, HomoloGene
Tex33	TEX33	MGI, PanEnsembl, HomoloGene
Fndc10	FNDC10	MGI
B930041F14Rik	FNDC10	PanEnsembl, HomoloGene
Slc2a4	SLC2A4	MGI, PanEnsembl, HomoloGene
Nrip1	NRIP1	MGI, PanEnsembl, HomoloGene
Mdh1	MDH1	MGI, PanEnsembl, HomoloGene
Nrn1l	NRN1L	MGI, PanEnsembl, HomoloGene
Jpt2	JPT2	MGI
Hn1l	JPT2	PanEnsembl, HomoloGene
Defb13	DEFB107B	PanEnsembl
Tmem52	TMEM52	MGI, PanEnsembl, HomoloGene
Igf2	IGF2	MGI, PanEnsembl, HomoloGene
Smg5	SMG5	MGI, PanEnsembl, HomoloGene
Hexdc	HEXD	MGI, PanEnsembl, HomoloGene
L3mbtl3	L3MBTL3	MGI, PanEnsembl, HomoloGene
Ddo	DDO	MGI, PanEnsembl, HomoloGene
Batf3	BATF3	MGI, PanEnsembl, HomoloGene
Defb13	DEFB107A	PanEnsembl
Hgfac	HGFAC	MGI, PanEnsembl, HomoloGene
Olfr1230	OR4C6	MGI, PanEnsembl, HomoloGene, HORDE
Olfr1189	OR4C6	PanEnsembl, HORDE
Olfr1188	OR4C6	HORDE
Otud3	OTUD3	MGI, PanEnsembl, HomoloGene
Itgb7	ITGB7	MGI, PanEnsembl, HomoloGene
Ston2	STON2	MGI, PanEnsembl, HomoloGene
Il20ra	IL20RA	MGI, PanEnsembl, HomoloGene
Zswim7	ZSWIM7	MGI, PanEnsembl, HomoloGene
Gnai1	GNAI1	MGI, PanEnsembl, HomoloGene
Pdha1	PDHA1	MGI, PanEnsembl, HomoloGene
Limd2	LIMD2	MGI, PanEnsembl, HomoloGene
Aagab	AAGAB	MGI, PanEnsembl, HomoloGene
Ltk	LTK	MGI, PanEnsembl, HomoloGene
Mrgpra9	MRGPRX3	MGI
Mrgprx1	MRGPRX3	PanEnsembl
Mrgprb4	MRGPRX3	PanEnsembl
Mrgprx2	MRGPRX3	PanEnsembl
Mrgprb2	MRGPRX3	PanEnsembl
Mrgprb5	MRGPRX3	PanEnsembl
Mrgprb3	MRGPRX3	PanEnsembl
Mrgprb1	MRGPRX3	PanEnsembl
Mrgprb8	MRGPRX3	PanEnsembl
Mrgpra1	MRGPRX3	HomoloGene
Olfr926	OR8D2	MGI, HORDE
Olfr924	OR8D2	HomoloGene, HORDE
Gmpr2	GMPR2	MGI, PanEnsembl, HomoloGene
Ascc3	ASCC3	MGI, PanEnsembl, HomoloGene
Fam102a	FAM102A	MGI, PanEnsembl, HomoloGene
Tomm20l	TOMM20L	MGI, PanEnsembl, HomoloGene
Sparcl1	SPARCL1	MGI, PanEnsembl, HomoloGene
Smco4	SMCO4	PanEnsembl
Adamts2	ADAMTS2	MGI, PanEnsembl, HomoloGene
Olfr1500	OR9Q1	MGI, PanEnsembl, HomoloGene, HORDE
Olfr1492-ps1	OR9Q1	HORDE
Ccdc85b	CCDC85B	MGI, PanEnsembl, HomoloGene
Gstm4	GSTM4	MGI, PanEnsembl, HomoloGene
Gstm2	GSTM4	PanEnsembl
Gstm7	GSTM4	PanEnsembl
Gm4845	GSTM4	PanEnsembl
Gm6665	GSTM4	PanEnsembl
Gstm6	GSTM4	PanEnsembl
Gstm3	GSTM4	PanEnsembl
Gstm1	GSTM4	PanEnsembl
Cntd1	CNTD1	MGI, PanEnsembl, HomoloGene
Ttc25	TTC25	MGI, HomoloGene
Kifc2	KIFC2	MGI, PanEnsembl, HomoloGene
Per2	PER2	MGI, PanEnsembl, HomoloGene
Tnfsf15	TNFSF15	MGI, PanEnsembl, HomoloGene
Wdr46	WDR46	MGI, PanEnsembl, HomoloGene
Ppp1ca	PPP1CA	MGI, PanEnsembl, HomoloGene
Nsmce2	NSMCE2	MGI, PanEnsembl, HomoloGene
Bbs10	BBS10	MGI, PanEnsembl, HomoloGene
Ptprr	PTPRR	MGI, PanEnsembl, HomoloGene
Hspb2	HSPB2-C11orf52	PanEnsembl
Cmpk1	CMPK1	MGI, PanEnsembl, HomoloGene
Ftsj1	FTSJ1	MGI, PanEnsembl, HomoloGene
Ctxn3	CTXN3	MGI, PanEnsembl, HomoloGene
Tnip2	TNIP2	MGI, PanEnsembl, HomoloGene
Slc6a2	SLC6A2	MGI, PanEnsembl, HomoloGene
Gpsm3	GPSM3	MGI, PanEnsembl, HomoloGene
Cops5	COPS5	MGI, PanEnsembl, HomoloGene
Zfr	ZFR	MGI, PanEnsembl, HomoloGene
Adh1	ADH1C	MGI, PanEnsembl, HomoloGene
Bcap31	BCAP31	MGI, PanEnsembl, HomoloGene
Mid2	MID2	MGI, PanEnsembl, HomoloGene
Gca	GCA	MGI, PanEnsembl, HomoloGene
Slc17a2	SLC17A2	MGI, PanEnsembl, HomoloGene
Smim4	SMIM4	PanEnsembl
Ccdc127	CCDC127	MGI, PanEnsembl, HomoloGene
Reg3g	REG3G	MGI, PanEnsembl, HomoloGene
Reg3b	REG3G	PanEnsembl
Reg3a	REG3G	PanEnsembl
Reg3d	REG3G	PanEnsembl
Ttc19	TTC19	MGI, PanEnsembl, HomoloGene
Rell1	RELL1	MGI, PanEnsembl, HomoloGene
Vwc2	VWC2	MGI, PanEnsembl, HomoloGene
Commd5	COMMD5	MGI, PanEnsembl, HomoloGene
Gnpnat1	GNPNAT1	MGI, PanEnsembl, HomoloGene
Hip1	HIP1	MGI, PanEnsembl, HomoloGene
Treml1	TREML1	MGI, PanEnsembl, HomoloGene
Stum	STUM	MGI
6330403A02Rik	STUM	PanEnsembl, HomoloGene
Ankrd35	ANKRD35	MGI, PanEnsembl, HomoloGene
Marveld1	MARVELD1	MGI, PanEnsembl, HomoloGene
Rhpn2	RHPN2	MGI, PanEnsembl, HomoloGene
Atp5l-ps1	ATP5MGL	PanEnsembl
Gm10221	ATP5MGL	PanEnsembl
Atp5l	ATP5MGL	PanEnsembl
Gm5426	ATP5MGL	PanEnsembl
Them6	THEM6	MGI, PanEnsembl, HomoloGene
2310030G06Rik	C11orf52	MGI, PanEnsembl, HomoloGene
Pkmyt1	PKMYT1	MGI, PanEnsembl, HomoloGene
Rin2	RIN2	MGI, PanEnsembl, HomoloGene
Snapc4	SNAPC4	MGI, PanEnsembl, HomoloGene
Cep131	CEP131	MGI
Azi1	CEP131	PanEnsembl, HomoloGene
Gar1	GAR1	PanEnsembl
Lelp1	LELP1	PanEnsembl
Pou4f2	POU4F2	MGI, PanEnsembl, HomoloGene
Spg20	SPART	PanEnsembl
Prdm14	PRDM14	MGI, PanEnsembl, HomoloGene
Neurog1	NEUROG1	MGI, PanEnsembl, HomoloGene
Baz1a	BAZ1A	MGI, PanEnsembl, HomoloGene
Lbh	LBH	MGI, PanEnsembl, HomoloGene
Aifm3	AIFM3	MGI, PanEnsembl, HomoloGene
Cacng7	CACNG7	MGI, PanEnsembl, HomoloGene
Eif4b	EIF4B	MGI, PanEnsembl, HomoloGene
Ptpn20	PTPN20	MGI, PanEnsembl, HomoloGene
Stx12	STX12	MGI, PanEnsembl, HomoloGene
P4ha2	P4HA2	MGI, PanEnsembl, HomoloGene
S100pbp	S100PBP	MGI, PanEnsembl, HomoloGene
Olfr355	OR1L8	MGI, PanEnsembl, HomoloGene, HORDE
Pitx2	PITX2	MGI, PanEnsembl, HomoloGene
Fam13a	FAM13A	PanEnsembl
Ttyh3	TTYH3	MGI, PanEnsembl, HomoloGene
Dtnbp1	DTNBP1	MGI, PanEnsembl, HomoloGene
Lrrc38	LRRC38	MGI, PanEnsembl, HomoloGene
Exoc3l	EXOC3L1	MGI, PanEnsembl, HomoloGene
Zcchc2	ZCCHC2	MGI, PanEnsembl, HomoloGene
Zbtb25	ZBTB25	MGI, PanEnsembl, HomoloGene
Wipf2	WIPF2	MGI, PanEnsembl, HomoloGene
Atp6v1fnb	ATP6V1FNB	MGI
Gm9047	ATP6V1FNB	HomoloGene
Bmp1	BMP1	MGI, PanEnsembl, HomoloGene
Tex22	TEX22	MGI, PanEnsembl, HomoloGene
Anp32a	ANP32D	PanEnsembl
Mmd	MMD	MGI, PanEnsembl, HomoloGene
Slc9a7	SLC9A7	MGI, PanEnsembl, HomoloGene
Esr2	ESR2	MGI, PanEnsembl, HomoloGene
Cpne4	CPNE4	MGI, PanEnsembl, HomoloGene
Taf15	TAF15	MGI, HomoloGene
Plcz1	PLCZ1	MGI, PanEnsembl, HomoloGene
Tmem41b	TMEM41B	MGI, PanEnsembl, HomoloGene
Iqcf1	IQCF1	MGI, PanEnsembl, HomoloGene
Rnf187	RNF187	MGI, PanEnsembl, HomoloGene
Alg5	ALG5	MGI, PanEnsembl, HomoloGene
Vrtn	VRTN	MGI, PanEnsembl, HomoloGene
Dusp7	DUSP7	MGI, PanEnsembl, HomoloGene
Sowaha	SOWAHA	MGI, PanEnsembl, HomoloGene
Ggt1	GGT1	MGI, PanEnsembl, HomoloGene
Kcnab3	KCNAB3	MGI, PanEnsembl, HomoloGene
Txnl4b	TXNL4B	MGI, PanEnsembl, HomoloGene
Clcn6	CLCN6	MGI, PanEnsembl, HomoloGene
Tchhl1	TCHHL1	MGI, PanEnsembl, HomoloGene
Med27	MED27	MGI, PanEnsembl, HomoloGene
Bex2	BEX1	MGI, PanEnsembl, HomoloGene
Bex1	BEX1	PanEnsembl
Magea10	MAGEA1	PanEnsembl
Magea5	MAGEA1	PanEnsembl
Magea6	MAGEA1	PanEnsembl
Magea8	MAGEA1	PanEnsembl
1700080O16Rik	MAGEA1	PanEnsembl
Magea4	MAGEA1	PanEnsembl
Magea3	MAGEA1	PanEnsembl
Magea2	MAGEA1	PanEnsembl
Magea1	MAGEA1	PanEnsembl
3830417A13Rik	MAGEA1	PanEnsembl
Dab2	DAB2	MGI, PanEnsembl, HomoloGene
Snrpb	SNRPB	MGI, PanEnsembl, HomoloGene
Spin2d	SPIN2A	PanEnsembl
Gm2854	SPIN2A	PanEnsembl
Spin2e	SPIN2A	PanEnsembl
Gm5926	SPIN2A	PanEnsembl
Spin2-ps5	SPIN2A	PanEnsembl
Spin2f	SPIN2A	PanEnsembl
Spin2-ps6	SPIN2A	PanEnsembl
Gm3757	SPIN2A	HomoloGene
Alx1	ALX1	MGI, PanEnsembl, HomoloGene
Golga2	GOLGA6D	PanEnsembl
Specc1	SPECC1	MGI, PanEnsembl, HomoloGene
Spin2-ps4	SPIN2B	MGI
Spin2c	SPIN2B	PanEnsembl
Gm3757	SPIN2B	HomoloGene
Otogl	OTOGL	MGI, PanEnsembl, HomoloGene
Ikbke	IKBKE	MGI, HomoloGene
Dixdc1	DIXDC1	MGI, PanEnsembl, HomoloGene
Mcmdc2	MCMDC2	MGI, PanEnsembl, HomoloGene
Cep89	CEP89	MGI, PanEnsembl, HomoloGene
Dcaf11	DCAF11	MGI, PanEnsembl, HomoloGene
Foxred2	FOXRED2	MGI, PanEnsembl, HomoloGene
Tubgcp3	TUBGCP3	MGI, PanEnsembl, HomoloGene
Zfp385c	ZNF385C	PanEnsembl
Aldh1a1	ALDH1A1	MGI, PanEnsembl, HomoloGene
Aldh1a7	ALDH1A1	PanEnsembl
Kri1	KRI1	MGI, PanEnsembl, HomoloGene
Trim75	TRIM39-RPP21	PanEnsembl
Htr4	HTR4	MGI, PanEnsembl, HomoloGene
Tmem74b	TMEM74B	MGI, PanEnsembl, HomoloGene
Cfap36	CFAP36	MGI
Ccdc104	CFAP36	PanEnsembl, HomoloGene
Sirpb1c	SIRPG	PanEnsembl
Sirpb1b	SIRPG	PanEnsembl
Sirpb1a	SIRPG	PanEnsembl
Gm9733	SIRPG	PanEnsembl
Sirpa	SIRPG	PanEnsembl
Gm5150	SIRPG	PanEnsembl
Psmb4	PSMB4	MGI, PanEnsembl, HomoloGene
Olfr444	OR2A14	MGI, PanEnsembl
Olfr237-ps1	OR2A14	PanEnsembl, HomoloGene
Olfr441	OR2A14	PanEnsembl, HORDE
Olfr237	OR2A14	HORDE
Olfr436-ps1	OR2A14	HORDE
Lzts2	LZTS2	MGI, PanEnsembl, HomoloGene
Snrnp40	SNRNP40	MGI, PanEnsembl, HomoloGene
Med29	MED29	MGI, PanEnsembl, HomoloGene
Fcrls	FCRL2	PanEnsembl
Tpd52	TPD52	MGI, PanEnsembl, HomoloGene
Tmem110	STIMATE	PanEnsembl
Foxh1	FOXH1	MGI, PanEnsembl, HomoloGene
Adamts6	ADAMTS6	MGI, PanEnsembl, HomoloGene
Gan	GAN	MGI, PanEnsembl, HomoloGene
Pbx4	PBX4	MGI, PanEnsembl, HomoloGene
Rnf224	RNF224	MGI
Gm757	RNF224	PanEnsembl, HomoloGene
Denn2b	DENND2B	MGI
St5	DENND2B	PanEnsembl, HomoloGene
Lpar2	LPAR2	MGI, PanEnsembl, HomoloGene
Tex19.2	TEX19	MGI, PanEnsembl, HomoloGene
Tex19.1	TEX19	PanEnsembl
Sem1	SEM1	MGI
Shfm1	SEM1	PanEnsembl, HomoloGene
Col5a1	COL5A1	MGI, PanEnsembl, HomoloGene
Klhl2	KLHL2	MGI, PanEnsembl, HomoloGene
Rrp1b	RRP1B	MGI, PanEnsembl, HomoloGene
Gucy2e	GUCY2D	MGI, PanEnsembl, HomoloGene
Krtap9-5	KRTAP9-1	MGI, HomoloGene
Krtap9-1	KRTAP9-1	PanEnsembl
Gm11559	KRTAP9-1	PanEnsembl
Gm11567	KRTAP9-1	PanEnsembl
Gm11568	KRTAP9-1	PanEnsembl
Rnase12	RNASE12	MGI, PanEnsembl, HomoloGene
Fam47c	FAM47A	MGI, PanEnsembl, HomoloGene
4930480E11Rik	FAM47A	PanEnsembl
4930402K13Rik	FAM47A	PanEnsembl
Srpr	SRPRA	MGI, PanEnsembl, HomoloGene
Cul4b	CUL4B	MGI, PanEnsembl, HomoloGene
Gypa	GYPA	PanEnsembl
Ifitm3	IFITM3	MGI, PanEnsembl, HomoloGene
Ifitm1	IFITM3	PanEnsembl
Ifitm2	IFITM3	PanEnsembl
Gm7676	IFITM3	PanEnsembl
Gm2840	IFITM3	PanEnsembl
Ifitm7	IFITM3	PanEnsembl
Ifitm2	IFITM2	MGI, PanEnsembl, HomoloGene
Ifitm1	IFITM2	PanEnsembl
Ifitm3	IFITM2	PanEnsembl
Gm7676	IFITM2	PanEnsembl
Gm2840	IFITM2	PanEnsembl
Ifitm7	IFITM2	PanEnsembl
Samd4b	SAMD4B	MGI, PanEnsembl, HomoloGene
Top2a	TOP2A	MGI, PanEnsembl, HomoloGene
Mylk3	MYLK3	MGI, PanEnsembl, HomoloGene
Krt26	KRT26	MGI, PanEnsembl, HomoloGene
Slc39a8	SLC39A8	MGI, PanEnsembl, HomoloGene
Clec3a	CLEC3A	MGI, PanEnsembl, HomoloGene
Dock11	DOCK11	MGI, PanEnsembl, HomoloGene
Krtap9-1	KRTAP9-4	PanEnsembl
Gm11559	KRTAP9-4	PanEnsembl
Gm11567	KRTAP9-4	PanEnsembl
Gm11568	KRTAP9-4	PanEnsembl
Acadsb	ACADSB	MGI, PanEnsembl, HomoloGene
Abo	ABO	MGI, HomoloGene
Actr8	ACTR8	MGI, PanEnsembl, HomoloGene
Uba52-ps	UBA52	MGI
Uba52	UBA52	PanEnsembl
Gm7866	UBA52	HomoloGene
Ccnq	CCNQ	MGI
Fam58b	CCNQ	HomoloGene
Pan3	PAN3	MGI, PanEnsembl, HomoloGene
Slc41a3	SLC41A3	MGI, PanEnsembl, HomoloGene
Cd93	CD93	MGI, PanEnsembl, HomoloGene
Il1a	IL1A	MGI, PanEnsembl, HomoloGene
4933411G11Rik	SPDYE3	PanEnsembl
Spdyb	SPDYE3	PanEnsembl
Llgl1	LLGL1	MGI, PanEnsembl, HomoloGene
Steap3	STEAP3	MGI, PanEnsembl, HomoloGene
Ceacam12	PSG7	PanEnsembl
Vbp1	VBP1	MGI, PanEnsembl, HomoloGene
Clec4n	CLEC6A	MGI, PanEnsembl, HomoloGene
Eftud2	EFTUD2	MGI, PanEnsembl, HomoloGene
Mapk6	MAPK6	MGI, PanEnsembl, HomoloGene
Lcp2	LCP2	MGI, PanEnsembl, HomoloGene
Tmem141	TMEM141	MGI, PanEnsembl, HomoloGene
Mettl2	METTL2B	PanEnsembl
Kcnj15	KCNJ15	MGI, PanEnsembl, HomoloGene
Gjd3	GJD3	MGI, PanEnsembl, HomoloGene
Clpsl2	CLPSL2	MGI, PanEnsembl, HomoloGene
Ess2	ESS2	MGI
Dgcr14	ESS2	PanEnsembl, HomoloGene
Heph	HEPH	MGI, PanEnsembl, HomoloGene
Rbbp7	RBBP7	MGI, PanEnsembl, HomoloGene
Manf	MANF	MGI, PanEnsembl, HomoloGene
Galnt17	GALNT17	MGI
Wbscr17	GALNT17	PanEnsembl, HomoloGene
Procr	PROCR	MGI, PanEnsembl, HomoloGene
C130074G19Rik	C1orf115	MGI, PanEnsembl, HomoloGene
Bnc2	BNC2	MGI, PanEnsembl, HomoloGene
Znrf3	ZNRF3	MGI, PanEnsembl, HomoloGene
Sorbs2	SORBS2	MGI, PanEnsembl, HomoloGene
Traf4	TRAF4	MGI, PanEnsembl, HomoloGene
Rbm33	RBM33	PanEnsembl
Magea10	MAGEA12	PanEnsembl
Magea6	MAGEA12	PanEnsembl
Magea3	MAGEA12	PanEnsembl
Magea4	MAGEA12	PanEnsembl
Magea1	MAGEA12	PanEnsembl
3830417A13Rik	MAGEA12	PanEnsembl
Magea5	MAGEA12	PanEnsembl
1700080O16Rik	MAGEA12	PanEnsembl
Magea8	MAGEA12	PanEnsembl
Magea2	MAGEA12	PanEnsembl
Acot12	ACOT12	MGI, PanEnsembl, HomoloGene
Ccne1	CCNE1	MGI, PanEnsembl, HomoloGene
Rp2	RP2	MGI
Rp2h	RP2	PanEnsembl, HomoloGene
Phip	PHIP	MGI, PanEnsembl, HomoloGene
Olfml2a	OLFML2A	MGI, PanEnsembl, HomoloGene
Rfx2	RFX2	MGI, PanEnsembl, HomoloGene
Dpy19l3	DPY19L3	MGI, PanEnsembl, HomoloGene
Cadm1	CADM1	MGI, PanEnsembl, HomoloGene
Ptprc	PTPRC	MGI, PanEnsembl, HomoloGene
Snap29	SNAP29	MGI, PanEnsembl, HomoloGene
St7l	ST7L	MGI, PanEnsembl, HomoloGene
Rfk	RFK	MGI, PanEnsembl, HomoloGene
Coq3	COQ3	MGI, PanEnsembl, HomoloGene
Abcd4	ABCD4	MGI, PanEnsembl, HomoloGene
Wasf2	WASF2	MGI, PanEnsembl, HomoloGene
Dusp11	DUSP11	MGI, PanEnsembl, HomoloGene
Mrgprb2	MRGPRX1	MGI, PanEnsembl, HomoloGene
Mrgprx1	MRGPRX1	PanEnsembl
Mrgprb4	MRGPRX1	PanEnsembl
Mrgprx2	MRGPRX1	PanEnsembl
Mrgprb5	MRGPRX1	PanEnsembl
Mrgprb3	MRGPRX1	PanEnsembl
Mrgprb1	MRGPRX1	PanEnsembl
Mrgprb8	MRGPRX1	PanEnsembl
Cd53	CD53	MGI, PanEnsembl, HomoloGene
Oplah	OPLAH	MGI, PanEnsembl, HomoloGene
Mettl2	METTL2A	MGI, PanEnsembl, HomoloGene
Pofut1	POFUT1	MGI, PanEnsembl, HomoloGene
Amot	AMOT	MGI, PanEnsembl, HomoloGene
Ndufa9	NDUFA9	MGI, PanEnsembl, HomoloGene
Ppox	PPOX	MGI, PanEnsembl, HomoloGene
Tomm7	TOMM7	MGI, PanEnsembl, HomoloGene
Nkain1	NKAIN1	MGI, PanEnsembl, HomoloGene
BC017158	C16orf58	MGI, PanEnsembl, HomoloGene
Ttc9	TTC9	MGI, PanEnsembl, HomoloGene
Pimreg	PIMREG	MGI
Fam64a	PIMREG	PanEnsembl, HomoloGene
Hes1	HES1	MGI, PanEnsembl, HomoloGene
Cyth1	CYTH1	MGI, PanEnsembl, HomoloGene
Sqstm1	SQSTM1	MGI, PanEnsembl, HomoloGene
Slc16a12	SLC16A12	MGI, PanEnsembl, HomoloGene
Galns	GALNS	MGI, PanEnsembl, HomoloGene
Crb3	CRB3	PanEnsembl
Rbm38	RBM38	MGI, PanEnsembl, HomoloGene
Cdh17	CDH17	MGI, PanEnsembl, HomoloGene
Klk14	KLK14	MGI, PanEnsembl, HomoloGene
Plekhd1	PLEKHD1	MGI, PanEnsembl, HomoloGene
Pqbp1	PQBP1	MGI, PanEnsembl, HomoloGene
Terf2ip	TERF2IP	MGI, PanEnsembl, HomoloGene
Ajap1	AJAP1	MGI, PanEnsembl, HomoloGene
Plk2	PLK2	MGI, PanEnsembl, HomoloGene
Cdk5rap2	CDK5RAP2	MGI, PanEnsembl, HomoloGene
Dnajb12	DNAJB12	MGI, PanEnsembl, HomoloGene
Pclo	PCLO	MGI, PanEnsembl, HomoloGene
Vsx2	VSX2	MGI, PanEnsembl, HomoloGene
Lmbr1l	LMBR1L	MGI, PanEnsembl, HomoloGene
Irak1bp1	IRAK1BP1	MGI, PanEnsembl, HomoloGene
Ccl3	CCL3L3	MGI, HomoloGene
Lyrm7	LYRM7	MGI, PanEnsembl, HomoloGene
Dynlt3	DYNLT3	MGI, PanEnsembl, HomoloGene
Atf7	ATF7	MGI, PanEnsembl, HomoloGene
ATF7	ATF7	PanEnsembl
ATF7	ATF7-NPFF	PanEnsembl
Atf7	ATF7-NPFF	PanEnsembl
Psmd2	PSMD2	MGI, PanEnsembl, HomoloGene
Gm5422	PSMD2	PanEnsembl
Amotl2	AMOTL2	MGI, PanEnsembl, HomoloGene
Sstr2	SSTR2	MGI, PanEnsembl, HomoloGene
Slc46a2	SLC46A2	MGI, PanEnsembl, HomoloGene
Ecrg4	ECRG4	MGI
1500015O10Rik	ECRG4	PanEnsembl, HomoloGene
Atp5pb	ATP5PB	MGI
Atp5f1	ATP5PB	PanEnsembl, HomoloGene
Yeats2	YEATS2	MGI, PanEnsembl, HomoloGene
Ift140	IFT140	MGI, PanEnsembl, HomoloGene
Rplp2	RPLP2	MGI, PanEnsembl, HomoloGene
Slc47a2	SLC47A2	PanEnsembl
Extl1	EXTL1	MGI, PanEnsembl, HomoloGene
Arhgef2	ARHGEF2	MGI, PanEnsembl, HomoloGene
Ist1	IST1	MGI, PanEnsembl, HomoloGene
Foxr2	FOXR2	MGI, PanEnsembl, HomoloGene
Otop1	OTOP1	MGI, PanEnsembl, HomoloGene
Tmem218	TMEM218	MGI, PanEnsembl, HomoloGene
Rai2	RAI2	MGI, PanEnsembl, HomoloGene
Fam89b	FAM89B	MGI, PanEnsembl, HomoloGene
Ffar1	FFAR1	MGI, PanEnsembl, HomoloGene
Macroh2a2	MACROH2A2	MGI
H2afy2	MACROH2A2	PanEnsembl, HomoloGene
Krt10	KRT10	PanEnsembl
Cxcl5	CXCL6	MGI, PanEnsembl, HomoloGene
Tgfbrap1	TGFBRAP1	MGI, PanEnsembl, HomoloGene
Brat1	BRAT1	MGI, PanEnsembl, HomoloGene
Lrrc29	LRRC29	MGI, PanEnsembl, HomoloGene
Fam110a	FAM110A	MGI, PanEnsembl, HomoloGene
Ctxn1	CTXN1	MGI, PanEnsembl, HomoloGene
Foxf2	FOXF2	MGI, PanEnsembl, HomoloGene
Esam	ESAM	MGI, PanEnsembl, HomoloGene
Sfn	SFN	MGI, PanEnsembl, HomoloGene
Rnft2	RNFT2	MGI, PanEnsembl, HomoloGene
Srprb	SRPRB	MGI, PanEnsembl, HomoloGene
Upk3a	UPK3A	MGI, PanEnsembl, HomoloGene
Ogfrl1	OGFRL1	MGI, PanEnsembl, HomoloGene
Gm2511	SIGLECL1	MGI, HomoloGene
4931406B18Rik	SIGLECL1	PanEnsembl
Avpi1	AVPI1	MGI, PanEnsembl, HomoloGene
Sparc	SPARC	MGI, PanEnsembl, HomoloGene
Tmem86b	TMEM86B	MGI, PanEnsembl, HomoloGene
Tpm2	TPM2	PanEnsembl
Sat2	SAT2	MGI, PanEnsembl, HomoloGene
Fam126b	FAM126B	MGI, PanEnsembl, HomoloGene
Syt11	SYT11	MGI, PanEnsembl, HomoloGene
Prr22	PRR22	MGI, PanEnsembl, HomoloGene
Slc4a9	SLC4A9	MGI, PanEnsembl, HomoloGene
L3mbtl4	L3MBTL4	MGI, PanEnsembl, HomoloGene
Foxd2	FOXD2	MGI, PanEnsembl, HomoloGene
Calb1	CALB1	MGI, PanEnsembl, HomoloGene
Vwa2	VWA2	MGI, PanEnsembl, HomoloGene
Csnk1g2	CSNK1G2	MGI, PanEnsembl, HomoloGene
Mto1	MTO1	MGI, PanEnsembl, HomoloGene
Hoxb8	HOXB8	MGI, PanEnsembl, HomoloGene
Glipr1	GLIPR1	MGI, PanEnsembl, HomoloGene
Fn3k	FN3K	MGI, PanEnsembl, HomoloGene
Cngb3	CNGB3	MGI, PanEnsembl, HomoloGene
Nob1	NOB1	MGI, PanEnsembl, HomoloGene
Vps37a	VPS37A	MGI, PanEnsembl, HomoloGene
Slx4	SLX4	MGI, PanEnsembl, HomoloGene
Tnp1	TNP1	PanEnsembl
Lhx9	LHX9	MGI, PanEnsembl, HomoloGene
Zfp592	ZNF592	MGI, PanEnsembl, HomoloGene
Atp6v1b1	ATP6V1B1	MGI, PanEnsembl, HomoloGene
Rab11fip4	RAB11FIP4	MGI, PanEnsembl, HomoloGene
Mov10	MOV10	MGI, PanEnsembl, HomoloGene
Tas1r3	TAS1R3	MGI, PanEnsembl, HomoloGene
Ppp1r16a	PPP1R16A	MGI, PanEnsembl, HomoloGene
S1pr4	S1PR4	MGI, PanEnsembl, HomoloGene
Bhlhe22	BHLHE22	MGI, PanEnsembl, HomoloGene
Tomm5	TOMM5	PanEnsembl
Gas1	GAS1	MGI, PanEnsembl, HomoloGene
Cd74	CD74	MGI, PanEnsembl, HomoloGene
Gata4	GATA4	MGI, PanEnsembl, HomoloGene
Adcy5	ADCY5	MGI, PanEnsembl, HomoloGene
Sh2d5	SH2D5	MGI, PanEnsembl, HomoloGene
Ly86	LY86	MGI, PanEnsembl, HomoloGene
Uckl1	UCKL1	MGI, PanEnsembl, HomoloGene
Borcs8	BORCS8	MGI
2310045N01Rik	BORCS8	HomoloGene
Gria1	GRIA1	MGI, PanEnsembl, HomoloGene
Znrf2	ZNRF2	MGI, PanEnsembl, HomoloGene
Nacc1	NACC1	MGI, PanEnsembl, HomoloGene
Axin1	AXIN1	MGI, PanEnsembl, HomoloGene
Pdcd1	PDCD1	MGI, PanEnsembl, HomoloGene
Psapl1	PSAPL1	MGI, PanEnsembl, HomoloGene
Zfp445	ZNF445	MGI, PanEnsembl, HomoloGene
Ccdc184	CCDC184	MGI
AI836003	CCDC184	PanEnsembl, HomoloGene
Pcsk1n	PCSK1N	MGI, PanEnsembl, HomoloGene
Zscan10	ZSCAN10	MGI, PanEnsembl, HomoloGene
Pcnx2	PCNX2	MGI
Pcnxl2	PCNX2	PanEnsembl, HomoloGene
Fam210b	FAM210B	MGI, PanEnsembl, HomoloGene
Ube2z	UBE2Z	MGI, PanEnsembl, HomoloGene
Nr4a2	NR4A2	MGI, PanEnsembl, HomoloGene
Usf2	USF2	MGI, PanEnsembl, HomoloGene
Dcaf4	DCAF4L1	PanEnsembl
Fam163a	FAM163A	MGI, PanEnsembl, HomoloGene
Vmac	VMAC	MGI, PanEnsembl, HomoloGene
Plbd2	PLBD2	MGI, PanEnsembl, HomoloGene
Glyctk	GLYCTK	MGI, PanEnsembl, HomoloGene
